id;user;item;answer;correct;moves;responseTime;time
3374;1806174;3;ZGVmIGZhY3RvcmlhbChuKTpicmVhayAgICBwcmludCgoKG4qKihuLTIpLW4pKSk=;0;-1;78700;2018-01-29 22:15:02
3379;1806174;21;ZGVmIHBvd2VycyhiYXNlLCBuKTpicmVhayAgICBmb3IgaSBpbiByYW5nZShuKzEpOmJyZWFrICAgICAgICBpZiBpPjA6YnJlYWsgICAgICAgICAgICBwcmludChiYXNlKippKWJyZWFr;1;-1;216400;2018-01-29 22:24:56
3384;1806174;4;ZGVmIGFscGhhYmV0KG4pOmJyZWFrICAgIGZvciBpIGluIHJhbmdlKG4pOmJyZWFrICAgICAgICBpZiBpIDw9IDI2OmJyZWFrICAgICAgICAgICAgaSs9MWJyZWFrICAgICAgICAgICAgcHJpbnQoY2hyKGkrOTYpKWJyZWFrICAgICAgICBlbGlmIGk PTI3IGFuZCBpPDMwOmJyZWFrICAgICAgICAgICAgaSs9MWJyZWFrICAgICAgIC;0;-1;1190200;2018-01-30 17:01:40
3385;1806174;4;ZGVmIGFscGhhYmV0KG4pOmJyZWFrICAgIGZvciBpIGluIHJhbmdlKG4pOmJyZWFrICAgICAgICBpZiBpIDw9IDI2OmJyZWFrICAgICAgICAgICAgaSs9MWJyZWFrICAgICAgICAgICAgcHJpbnQoY2hyKGkrNjQpKWJyZWFrICAgICAgICBlbGlmIGk PTI3IGFuZCBpPDMwOmJyZWFrICAgICAgICAgICAgaSs9MWJyZWFrICAgICAgIC;0;-1;1237500;2018-01-30 17:03:23
3386;1806174;4;ZGVmIGFscGhhYmV0KG4pOmJyZWFrICAgIGZvciBpIGluIHJhbmdlKG4pOmJyZWFrICAgICAgICBpZiBpIDw9IDI2OmJyZWFrICAgICAgICAgICAgaSs9MWJyZWFrICAgICAgICAgICAgcHJpbnQoY2hyKGkrNjQpKWJyZWFrICAgICAgICBlbGlmIGk PTI3IGFuZCBpPDMwOmJyZWFrICAgICAgICAgICAgaSs9MWJyZWFrICAgICAgIC;0;-1;1365350;2018-01-30 17:05:33
3387;1806174;4;ZGVmIGFscGhhYmV0KG4pOmJyZWFrICAgIGZvciBpIGluIHJhbmdlKG4pOmJyZWFrICAgICAgICBpZiBpIDwgMjY6YnJlYWsgICAgICAgICAgICBpKz0xYnJlYWsgICAgICAgICAgICBwcmludChjaHIoaSs2NCkpYnJlYWsgICAgICAgIGVsaWYgaT49MjYgb3IgaTw9bjpicmVhayAgICAgICAgICAgIGkrPTFicmVhayAgICAgICAgIC;0;-1;334100;2018-01-30 17:12:01
3388;675989;1;ZGVmIG51bWJlcnMobik6YnJlYWsgICAgcHJpbnQobilicmVhaw==;0;-1;46450;2018-01-31 08:43:59
3389;675989;1;ZGVmIG51bWJlcnMobik6YnJlYWsgICAgcHJpbnQobilicmVhaw==;0;-1;50200;2018-01-31 08:44:03
3390;675989;1;ZGVmIG51bWJlcnMobik6YnJlYWsgICAgcHJpbnQobilicmVhaw==;0;-1;56000;2018-01-31 08:44:09
3391;675989;1;ZGVmIG51bWJlcnMobik6YnJlYWsgICAgcHJpbnQobilicmVha251bWJlcnMobik=;0;-1;119800;2018-01-31 08:45:13
3392;675989;1;ZGVmIG51bWJlcnMobik6YnJlYWsgICAgcHJpbnQobilicmVha251bWJlcnMobik=;0;-1;121200;2018-01-31 08:45:14
3393;675989;1;ZGVmIG51bWJlcnMobik6YnJlYWsgICAgcHJpbnQobilicmVha251bWJlcnMobik=;0;-1;122000;2018-01-31 08:45:15
3394;675989;1;ZGVmIG51bWJlcnMobik6YnJlYWsgICAgcHJpbnQobilicmVha251bWJlcnMobik=;0;-1;129150;2018-01-31 08:45:22
3395;675989;1;ZGVmIG51bWJlcnMobik6ZGVmIG51bWJlcnMoMylicmVhayAgICBwcmludChuKQ==;0;-1;193500;2018-01-31 08:46:26
3396;675989;41;;0;-1;227900;2018-01-31 08:50:45
3397;675989;41;;0;-1;250950;2018-01-31 08:51:08
3400;1806174;4;ZGVmIGFscGhhYmV0KG4pOmJyZWFrICAgIGk9MWJyZWFrICAgIGZvciBpIGluIHJhbmdlKG4pOmJyZWFrICAgICAgICBpZiBpLzI2Pj0xOmJyZWFrICAgICAgICAgICAgaT1pLTI2YnJlYWsgICAgICAgIHByaW50KGNocihpKzY1KSlicmVhaw==;0;-1;313100;2018-01-31 23:12:21
3403;1830943;41;ZGVmIG5pY2UoYSwgYik6YnJlYWsgICAgaWYgKGErYikgJSAyID09IDE6YnJlYWsgICAgICAgIHJldHVybiBUcnVlYnJlYWsgICAgZWxzZTpicmVhayAgICAgICAgcmV0dXJuIEZhbHNlYnJlYWs=;1;-1;675100;2018-02-01 11:47:22
3404;1830943;42;ZGVmIGhhcHB5KGEsIGIsIGMpOmJyZWFrICAgIGlmIChhPDMpIG9yIChiPDMpIG9yIChjPDMpOmJyZWFrICAgICAgICByZXR1cm4gVHJ1ZWJyZWFrICAgIGVsc2U6YnJlYWsgICAgICAgIHJldHVybiBGYWxzZWJyZWFr;1;-1;61450;2018-02-01 11:52:47
3409;1830943;34;ZGVmIG11bHRpcGxlcyhuKTpicmVhayAgICBwcmludCgiRHZvam5hc29iZWsiLCAyKm4pYnJlYWsgICAgcHJpbnQoIlRyb2puYXNvYmVrIiwgMypuKWJyZWFrICAgIHByaW50KCJEZXNldGluYXNvYmVrIiwgMTAqbilicmVhaw==;1;-1;203650;2018-02-02 09:23:01
3410;1830943;32;ZGVmIG5lYXJfZmlmdHkobik6YnJlYWsgICAgaWYgKDQwPD1uPD02MCkgb3IgKDE0MDw9bjw9MTYwKTpicmVhayAgICAgICAgcmV0dXJuIFRydWVicmVhayAgICBlbHNlOmJyZWFrICAgICAgICByZXR1cm4gRmFsc2VicmVhaw==;1;-1;544350;2018-02-02 09:49:58
3411;1830943;33;ZGVmIGltcG9zZV9maW5lKGFnZSwgYmVlcik6YnJlYWsgICAgaWYgKGFnZSA8IDE4KSBhbmQgKGJlZXIgPT0gVHJ1ZSk6YnJlYWsgICAgICAgIHJldHVybiBUcnVlYnJlYWsgICAgZWxzZTogYnJlYWsgICAgICAgIHJldHVybiBGYWxzZWJyZWFr;1;-1;147000;2018-02-02 09:53:10
3412;1830943;45;ZGVmIHByaW50X3N1bXMobik6YnJlYWsgICAgZm9yIGkgaW4gcmFuZ2Uobi0xKTpicmVhayAgICAgICAgcHJpbnQobiwgIj0iLCBpICsgMSwgIisiLCBuLWktMSlicmVhaw==;1;-1;143900;2018-02-02 09:57:39
3415;1834344;41;ZGVmIG5pY2UoYSwgYik6YnJlYWsgICAgcmV0dXJuIEZhbHNlYnJlYWtwcmludChuaWNlKDMsIDUpKWJyZWFrcHJpbnQobmljZSgyLCA0KSlicmVha3ByaW50KG5pY2UoMiwgNSkpYnJlYWtwcmludChuaWNlKDMsIDYpKQ==;0;-1;46800;2018-02-02 15:12:53
3416;1834344;41;ZGVmIG5pY2UoYSwgYik6YnJlYWsgICAgcmV0dXJuIEZhbHNlYnJlYWtwcmludChuaWNlKDMsIDUpKWJyZWFrcHJpbnQobmljZSgyLCA0KSlicmVha3ByaW50KG5pY2UoMiwgNSkpYnJlYWtwcmludChuaWNlKDMsIDYpKQ==;0;-1;50900;2018-02-02 15:12:57
3417;1834344;41;ZGVmIG5pY2UoYSwgYik6YnJlYWsgICAgcmV0dXJuIEZhbHNlYnJlYWtwcmludChuaWNlKDMsIDUpKWJyZWFrcHJpbnQobmljZSgyLCA0KSlicmVha3ByaW50KG5pY2UoMiwgNSkpYnJlYWtwcmludChuaWNlKDMsIDYpKQ==;0;-1;59750;2018-02-02 15:13:06
3418;1834344;41;ZGVmIG5pY2UoYSwgYik6YnJlYWsgICAgcmV0dXJuIEZhbHNlYnJlYWs=;0;-1;69050;2018-02-02 15:13:16
3419;1834344;41;ZGVmIG5pY2UoYSwgYik6YnJlYWsgICAgcmV0dXJuIEZhbHNlYnJlYWs=;0;-1;7250;2018-02-02 15:13:58
3420;1834344;41;ZGVmIG5pY2UoYSwgYik6YnJlYWsgICAgcmV0dXJuIEZhbHNlYnJlYWs=;0;-1;29850;2018-02-02 15:14:20
3421;1834344;41;ZGVmIG5pY2UoYSwgYik6YnJlYWsgICAgcmV0dXJuIEZhbHNlYnJlYWs=;0;-1;38500;2018-02-02 15:14:29
3422;1834344;41;ZGVmIG5pY2UoYSwgYik6YnJlYWsgICAgcmV0dXJuIEZhbHNlYnJlYWs=;0;-1;46350;2018-02-02 15:14:37
3423;1834344;41;ZGVmIG5pY2UoYSwgYik6YnJlYWsgICAgcmV0dXJuIEZhbHNlYnJlYWs=;0;-1;49350;2018-02-02 15:14:40
3424;1834243;41;ZGVmIG5pY2UoYSwgYik6YnJlYWsgICAgcmV0dXJuIEZhbHNlYnJlYWs=;0;-1;115000;2018-02-02 22:28:15
3425;1834243;41;ZGVmIG5pY2UoYSwgYik6YnJlYWsgICAgcmV0dXJuIEZhbHNlYnJlYWs=;0;-1;139650;2018-02-02 22:28:40
3426;1834243;41;ZGVmIG5pY2UoYSwgYik6YnJlYWsgICAgcmV0dXJuIEZhbHNlYnJlYWs=;0;-1;168050;2018-02-02 22:29:08
3427;1836573;41;ZGVmIG5pY2UoYSwgYik6YnJlYWsgICAgcmV0dXJuIEZhbHNlYnJlYWs=;0;-1;88800;2018-02-03 12:21:43
3428;1806174;3;ZGVmIGZhY3RvcmlhbChuKTpicmVhayAgICBpZiBuID09IDA6YnJlYWsgICAgICAgICByZXR1cm4gMWJyZWFrICAgIGVsc2U6YnJlYWsgICAgICAgIHJldHVybiBuICogZmFjdG9yaWFsKG4tMSk=;1;-1;735650;2018-02-03 22:41:31
3429;1806174;8;ZGVmIHNxdWFyZShuKTpicmVhayAgICBmb3IgaSBpbiByYW5nZShuKTpicmVhayAgICAgICAgZm9yIGogaW4gcmFuZ2Uobik6YnJlYWsgICAgICAgICAgICBwcmludCgiIyIsIGVuZD0iICIpYnJlYWsgICAgICAgIHByaW50KClicmVhaw==;1;-1;31050;2018-02-03 23:12:59
3437;1806174;15;ZGVmIGV2ZXJ5X3NlY29uZF9udW1iZXIobnVtX2xpc3QpOmJyZWFrICAgICAgICBwcmludCgiXG4iLmpvaW4obWFwKHN0ciwgbnVtX2xpc3RbOjoyXSkpKWJyZWFr;1;-1;184700;2018-02-04 15:43:43
3438;1806174;9;ZGVmIGVtcHR5X3NxdWFyZShuKTpicmVhayAgICBmb3IgaSBpbiByYW5nZShuKTpicmVhayAgICAgICAgZm9yIGogaW4gcmFuZ2Uobik6YnJlYWsgICAgICAgICAgICBpZiBpPjAgYW5kIGk8bi0xIGFuZCBqPjAgYW5kIGo8bi0xOmJyZWFrICAgICAgICAgICAgICAgIHByaW50KCIuIiwgZW5kPSIgIilicmVhayAgICAgICAgICAgIG;1;-1;797150;2018-02-04 16:05:35
3439;1832036;42;ZGVmIGhhcHB5KGEsIGIsIGMpOmJyZWFrICAgIHJldHVybiBGYWxzZWJyZWFr;0;-1;10950;2018-02-04 16:37:01
3440;777005;41;ZGVmIG5pY2UoYSwgYik6YnJlYWsgICAgcmV0dXJuIEZhbHNlYnJlYWs=;0;-1;107250;2018-02-05 10:24:12
3441;777005;41;ZGVmIG5pY2UoYSwgYik6YnJlYWsgICAgcmV0dXJuIEZhbHNlYnJlYWs=;0;-1;1800;2018-02-05 10:24:17
3442;777005;41;ZGVmIG5pY2UoYSwgYik6YnJlYWsgICAgcmV0dXJuIEZhbHNlYnJlYWs=;0;-1;17850;2018-02-05 10:24:38
3443;777005;41;cHJpbnQobmljZSgyLCA1KSlicmVha2JyZWFr;0;-1;45250;2018-02-05 10:25:05
3444;777005;41;cHJpbnQobmljZSgyLCA1KSlicmVha2JyZWFr;0;-1;55950;2018-02-05 10:25:16
3445;777005;41;cHJpbnQobmljZSgyLCA1KSlicmVha2JyZWFr;0;-1;57800;2018-02-05 10:25:18
3446;777005;41;cHJpbnQobmljZSgyLCA1KSlicmVha2JyZWFr;0;-1;58100;2018-02-05 10:25:18
3447;777005;41;cHJpbnQobmljZSgyLCA1KSlicmVha2JyZWFr;0;-1;58600;2018-02-05 10:25:19
3448;777005;41;cHJpbnQobmljZSgyLCA1KSlicmVha2JyZWFr;0;-1;59150;2018-02-05 10:25:19
3449;777005;41;cHJpbnQobmljZSgyLCA1KSlicmVha2JyZWFr;0;-1;59400;2018-02-05 10:25:19
3450;777005;41;cHJpbnQobmljZSgyLCA1KSlicmVha2JyZWFr;0;-1;59700;2018-02-05 10:25:20
3451;777005;41;cHJpbnQobmljZSgyLCA1KSlicmVha2JyZWFr;0;-1;59950;2018-02-05 10:25:20
3452;777005;41;cHJpbnQobmljZSgyLCA1KSlicmVha2JyZWFr;0;-1;60200;2018-02-05 10:25:20
3453;777005;41;cHJpbnQobmljZSgyLCA1KSlicmVha1RydWUgYnJlYWs=;0;-1;91950;2018-02-05 10:25:52
3455;777005;41;ZGVmIG5pY2UoeCwgeSk6YnJlYWsgICAgcmV0dXJuIFRydWVicmVhaw==;0;-1;44500;2018-02-05 10:26:49
3456;777005;41;ZGVmIG5pY2UoeCwgeSk6YnJlYWsgICAgcmV0dXJuIFRydWVicmVhaw==;0;-1;52650;2018-02-05 10:26:58
3457;777005;41;ZGVmIG5pY2UoYSwgYik6YnJlYWsgICAgcmV0dXJuIEZhbHNlYnJlYWs=;0;-1;46300;2018-02-05 10:27:49
3458;777005;41;ZGVmIG5pY2UoYSwgYik6YnJlYWsgICAgcmV0dXJuIEZhbHNlYnJlYWs=;0;-1;40050;2018-02-05 10:28:38
3459;777005;45;ZGVmIHByaW50X3N1bXMobik6YnJlYWsgICAgZm9yIGkgaW4gcmFuZ2Uobik6YnJlYWsgICAgICAgIHByaW50KG4sICI9IiwgaSwgIisiLCBpKWJyZWFr;0;-1;11500;2018-02-05 10:30:27
3461;777005;42;ZGVmIGhhcHB5KGEsIGIsIGMpOmJyZWFrICAgIHJldHVybiBGYWxzZWJyZWFr;0;-1;172200;2018-02-05 10:40:37
3462;777005;42;ZGVmIGhhcHB5KGEsIGIsIGMpOmJyZWFrICAgIHJldHVybiBGYWxzZWJyZWFr;0;-1;185100;2018-02-05 10:40:50
3463;777005;42;ZGVmIGhhcHB5KGEsIGIsIGMpOmJyZWFrICAgIHJldHVybiBGYWxzZWJyZWFr;0;-1;205550;2018-02-05 10:41:10
3464;777005;42;ZGVmIGhhcHB5KGEsIGIsIGMpOmJyZWFrICAgIHJldHVybiBGYWxzZWJyZWFr;0;-1;206600;2018-02-05 10:41:11
3465;777005;42;ZGVmIGhhcHB5KGEsIGIsIGMpOmJyZWFrICAgIHJldHVybiBGYWxzZWJyZWFr;0;-1;207550;2018-02-05 10:41:12
3466;777005;42;ZGVmIGhhcHB5KGEsIGIsIGMpOmJyZWFrICAgIHJldHVybiBGYWxzZWJyZWFr;0;-1;207750;2018-02-05 10:41:12
3467;777005;42;ZGVmIGhhcHB5KGEsIGIsIGMpOmJyZWFrICAgIHJldHVybiBGYWxzZWJyZWFr;0;-1;207900;2018-02-05 10:41:13
3468;777005;42;ZGVmIGhhcHB5KGEsIGIsIGMpOmJyZWFrICAgIHJldHVybiBGYWxzZWJyZWFr;0;-1;208150;2018-02-05 10:41:13
3469;777005;42;ZGVmIGhhcHB5KGEsIGIsIGMpOmJyZWFrICAgIHJldHVybiBGYWxzZWJyZWFr;0;-1;208350;2018-02-05 10:41:13
3470;777005;42;ZGVmIGhhcHB5KGEsIGIsIGMpOmJyZWFrICAgIHJldHVybiBGYWxzZWJyZWFr;0;-1;208550;2018-02-05 10:41:13
3471;777005;42;ZGVmIGhhcHB5KGEsIGIsIGMpOmJyZWFrICAgIHJldHVybiBGYWxzZWJyZWFr;0;-1;208800;2018-02-05 10:41:13
3472;777005;42;ZGVmIGhhcHB5KGEsIGIsIGMpOmJyZWFrICAgIHJldHVybiBGYWxzZWJyZWFr;0;-1;209000;2018-02-05 10:41:14
3473;777005;42;ZGVmIGhhcHB5KGEsIGIsIGMpOmJyZWFrICAgIHJldHVybiBGYWxzZWJyZWFr;0;-1;209200;2018-02-05 10:41:14
3474;777005;42;ZGVmIGhhcHB5KGEsIGIsIGMpOmJyZWFrICAgIHJldHVybiBGYWxzZWJyZWFr;0;-1;209400;2018-02-05 10:41:14
3475;777005;42;ZGVmIGhhcHB5KGEsIGIsIGMpOmJyZWFrICAgIHJldHVybiBGYWxzZWJyZWFr;0;-1;209600;2018-02-05 10:41:14
3476;777005;42;ZGVmIGhhcHB5KGEsIGIsIGMpOmJyZWFrICAgIHJldHVybiBGYWxzZWJyZWFr;0;-1;209750;2018-02-05 10:41:15
3477;777005;42;ZGVmIGhhcHB5KGEsIGIsIGMpOmJyZWFrICAgIHJldHVybiBGYWxzZWJyZWFr;0;-1;210050;2018-02-05 10:41:15
3479;777005;42;ZGVmIGhhcHB5KGEsIGIsIGMpOmJyZWFrICAgIHJldHVybiBGYWxzZWJyZWFr;0;-1;264500;2018-02-05 10:42:09
3480;777005;42;ZGVmIGhhcHB5KGEsIGIsIGMpOmJyZWFrICAgIHJldHVybiBGYWxzZWJyZWFr;0;-1;265550;2018-02-05 10:42:10
3481;777005;42;ZGVmIGhhcHB5KGEsIGIsIGMpOmJyZWFrICAgIHJldHVybiBGYWxzZWJyZWFr;0;-1;322900;2018-02-05 10:43:19
3482;777005;42;ZGVmIGhhcHB5KGEsIGIsIGMpOmJyZWFrICAgIHJldHVybiBGYWxzZWJyZWFr;0;-1;324550;2018-02-05 10:43:21
3484;777005;42;ZGVmIGhhcHB5KGEsIGIsIGMpOmJyZWFrICAgIHJldHVybiBGYWxzZWJyZWFr;0;-1;368350;2018-02-05 10:44:05
3485;777005;34;ZGVmIG11bHRpcGxlcyhuKTpicmVhayAgICBwcmludCgiRHZvam5hc29iZWsiLCBuKWJyZWFr;0;-1;14650;2018-02-05 10:44:31
3486;777005;34;ZGVmIG11bHRpcGxlcyhuKTpicmVhayAgICBwcmludCgiRHZvam5hc29iZWsiLCBuKWJyZWFr;0;-1;30500;2018-02-05 10:44:47
3487;777005;34;ZGVmIG11bHRpcGxlcyhuKTpicmVhayAgICBwcmludCgiRHZvam5hc29iZWsiLCBuKWJyZWFr;0;-1;31500;2018-02-05 10:44:48
3488;777005;34;ZGVmIG11bHRpcGxlcyhuKTpicmVhayAgICBwcmludCgiRHZvam5hc29iZWsiLCBuKWJyZWFr;0;-1;32050;2018-02-05 10:44:49
3489;777005;34;ZGVmIG11bHRpcGxlcyhuKTpicmVhayAgICBwcmludCgiRHZvam5hc29iZWsiLCBuKWJyZWFr;0;-1;32300;2018-02-05 10:44:49
3490;777005;34;ZGVmIG11bHRpcGxlcyhuKTpicmVhayAgICBwcmludCgiRHZvam5hc29iZWsiLCBuKWJyZWFr;0;-1;32500;2018-02-05 10:44:49
3491;777005;34;ZGVmIG11bHRpcGxlcyhuKTpicmVhayAgICBwcmludCgiRHZvam5hc29iZWsiLCBuKWJyZWFr;0;-1;32700;2018-02-05 10:44:50
3492;777005;34;ZGVmIG11bHRpcGxlcyhuKTpicmVhayAgICBwcmludCgiRHZvam5hc29iZWsiLCBuKWJyZWFr;0;-1;32900;2018-02-05 10:44:50
3493;777005;34;ZGVmIG11bHRpcGxlcyhuKTpicmVhayAgICBwcmludCgiRHZvam5hc29iZWsiLCBuKWJyZWFr;0;-1;50550;2018-02-05 10:45:08
3494;777005;34;ZGVmIG11bHRpcGxlcyhuKTpicmVhayAgICBwcmludCgiRHZvam5hc29iZWsiLCBuKWJyZWFr;0;-1;51400;2018-02-05 10:45:08
3495;777005;34;ZGVmIG11bHRpcGxlcyhuKTpicmVhayAgICBwcmludCgiRHZvam5hc29iZWsiLCBuKWJyZWFr;0;-1;51700;2018-02-05 10:45:09
3496;777005;34;ZGVmIG11bHRpcGxlcyhuKTpicmVhayAgICBwcmludCgiRHZvam5hc29iZWsiLCBuKWJyZWFr;0;-1;51900;2018-02-05 10:45:09
3497;777005;34;ZGVmIG11bHRpcGxlcyhuKTpicmVhayAgICBwcmludCgiRHZvam5hc29iZWsiLCBuKWJyZWFr;0;-1;52100;2018-02-05 10:45:09
3498;777005;34;ZGVmIG11bHRpcGxlcyhuKTpicmVhayAgICBwcmludCgiRHZvam5hc29iZWsiLCBuKWJyZWFr;0;-1;52350;2018-02-05 10:45:09
3499;777005;34;ZGVmIG11bHRpcGxlcyhuKTpicmVhayAgICBwcmludCgiRHZvam5hc29iZWsiLCBuKWJyZWFr;0;-1;52550;2018-02-05 10:45:09
3500;777005;34;ZGVmIG11bHRpcGxlcyhuKTpicmVhayAgICBwcmludCgiRHZvam5hc29iZWsiLCBuKWJyZWFr;0;-1;52750;2018-02-05 10:45:10
3501;777005;34;ZGVmIG11bHRpcGxlcyhuKTpicmVhayAgICBwcmludCgiRHZvam5hc29iZWsiLCBuKWJyZWFr;0;-1;52950;2018-02-05 10:45:10
3557;777005;41;ZGVmIG5pY2UoYSwgYik6YnJlYWsgICAgcmV0dXJuIEZhbHNlYnJlYWs=;0;-1;46300;2018-02-06 10:09:57
3558;777005;41;IG5pY2UoMiw1KWJyZWFr;0;-1;164450;2018-02-06 10:11:55
3559;777005;41;IG5pY2UoMiw1KWJyZWFr;0;-1;165750;2018-02-06 10:11:57
3560;777005;41;IG5pY2UoMiw1KWJyZWFr;0;-1;167150;2018-02-06 10:11:58
3561;777005;41;IG5pY2UoMiw1KWJyZWFr;0;-1;168050;2018-02-06 10:11:59
3562;777005;41;IG5pY2UoMiw1KWJyZWFr;0;-1;198050;2018-02-06 10:12:29
3563;777005;41;IG5pY2UoMiw1KWJyZWFr;0;-1;199050;2018-02-06 10:12:30
3564;777005;41;IG5pY2UoMiw1KWJyZWFr;0;-1;199600;2018-02-06 10:12:30
3565;777005;41;IG5pY2UoMiw1KWJyZWFr;0;-1;199800;2018-02-06 10:12:31
3566;777005;41;IG5pY2UoMiw1KWJyZWFr;0;-1;200000;2018-02-06 10:12:31
3567;777005;41;IG5pY2UoMiw1KWJyZWFr;0;-1;200200;2018-02-06 10:12:31
3568;777005;41;IG5pY2UoMiw1KWJyZWFr;0;-1;200400;2018-02-06 10:12:31
3569;777005;41;IG5pY2UoMiw1KWJyZWFr;0;-1;200600;2018-02-06 10:12:31
3575;777005;41;cHJpbnQoYSlicmVhaw==;0;-1;35050;2018-02-06 10:47:27
3576;777005;41;cHJpbnQoYSlicmVhaw==;0;-1;36700;2018-02-06 10:47:28
3577;777005;41;cHJpbnQoYSlicmVhaw==;0;-1;36900;2018-02-06 10:47:29
3578;777005;41;cHJpbnQoYSlicmVhaw==;0;-1;37100;2018-02-06 10:47:29
3579;777005;41;cHJpbnQoYSlicmVhaw==;0;-1;37300;2018-02-06 10:47:29
3580;777005;41;cHJpbnQoYSlicmVhaw==;0;-1;37500;2018-02-06 10:47:29
3581;777005;41;cHJpbnQoYSlicmVhaw==;0;-1;37700;2018-02-06 10:47:29
3582;777005;41;cHJpbnQoYSlicmVhaw==;0;-1;47000;2018-02-06 10:48:25
3583;777005;41;cHJpbnQoYSlicmVhaw==;0;-1;47500;2018-02-06 10:48:25
3584;777005;41;cHJpbnQoYSlicmVhaw==;0;-1;47800;2018-02-06 10:48:25
3585;777005;41;cHJpbnQoYSlicmVhaw==;0;-1;48050;2018-02-06 10:48:26
3586;777005;41;cHJpbnQoYSlicmVhaw==;0;-1;48250;2018-02-06 10:48:26
3614;1853981;41;ZGVmIG5pY2UoYSwgYik6YnJlYWsgICAgaWYgKGEgJSAyID09IDAgb3IgYiAlIDIgIT0gMCkgYW5kIChhICUgMiAhPSAwIG9yIGIgJSAyID09IDApOmJyZWFrICAgICAgICByZXR1cm4gRmFsc2VicmVhayAgICBlbHNlOmJyZWFrICAgICAgICByZXR1cm4gVHJ1ZWJyZWFr;1;-1;259100;2018-02-08 11:38:39
3615;1853981;42;ZGVmIGhhcHB5KGEsIGIsIGMpOmJyZWFrICAgIGlmIGEgPj0gMyBhbmQgYiA PTMgYW5kIGMgPj0gMzpicmVhayAgICAgICAgcmV0dXJuIEZhbHNlYnJlYWsgICAgZWxzZTpicmVhayAgICAgICAgcmV0dXJuIFRydWVicmVhaw==;1;-1;109300;2018-02-08 11:41:33
3616;1853981;34;ZGVmIG11bHRpcGxlcyhuKTpicmVhayAgICBwcmludCgiRHZvam5hc29iZWsiLCAyICogbilicmVhayAgICBwcmludCgiVHJvam5hc29iZWsiLCAzICogbilicmVhayAgICBwcmludCgiRGVzZXRpbmFzb2JlayIsMTAgKiBuKWJyZWFr;1;-1;66600;2018-02-08 11:42:42
3617;1853981;33;ZGVmIGltcG9zZV9maW5lKGFnZSwgYmVlcik6YnJlYWsgICAgaWYgKGFnZSA PSAxOCBhbmQgYmVlciA9PSBUcnVlKSBvciAoYWdlIDw9IDE4IGFuZCBiZWVyID09IEZhbHNlKTpicmVhayAgICAgICAgcmV0dXJuIEZhbHNlYnJlYWsgICAgZWxzZTpicmVhayAgICAgICAgcmV0dXJuIFRydWVicmVhayAgICBicmVhaw==;1;-1;187450;2018-02-08 12:02:48
3618;1853981;45;ZGVmIHByaW50X3N1bXMobik6YnJlYWsgICAgZm9yIGkgaW4gcmFuZ2Uobi0xKTpicmVhayAgICAgICAgcHJpbnQobiwgIj0iLCBpKzEsICIrIiwgbi0oaSsxKSlicmVhaw==;1;-1;171650;2018-02-08 12:06:16
3619;1853981;35;ZGVmIHNlcXVlbmNlcyhuKTpicmVhayAgICBmb3IgaSBpbiByYW5nZShuKTpicmVhayAgICAgICAgZm9yIGogaW4gcmFuZ2UoaSsxKTpicmVhayAgICAgICAgICAgIHByaW50KGorMSwgZW5kPSIgIilicmVhayAgICAgICAgcHJpbnQoKWJyZWFr;1;-1;20250;2018-02-08 12:09:11
3620;1853981;32;ZGVmIG5lYXJfZmlmdHkobik6YnJlYWsgICAgaWYgKG4gPj0gNDAgYW5kIG4gPD0gNjApIG9yIChuID49IDE0MCBhbmQgbiA8PSAxNjApOmJyZWFrICAgICAgICByZXR1cm4gVHJ1ZWJyZWFrICAgIGVsc2U6YnJlYWsgICAgICAgIHJldHVybiBGYWxzZWJyZWFr;1;-1;505100;2018-02-08 15:24:26
3621;1853981;43;ZGVmIG9kZF9ldmVuKG4pOmJyZWFrICAgIGZvciBpIGluIHJhbmdlKDEsIG4pOmJyZWFrICAgICAgICBpZiBpICUgMiA9PSAxOmJyZWFrICAgICAgICAgICAgcHJpbnQoaSwgZW5kPSIgIilicmVhayAgICBwcmludCgpYnJlYWsgICAgZm9yIGkgaW4gcmFuZ2UoMSwgbik6YnJlYWsgICAgICAgIGlmIGkgJSAyID09IDA6YnJlYWsgIC;0;-1;571400;2018-02-08 16:53:44
3622;1853981;43;ZGVmIG9kZF9ldmVuKG4pOmJyZWFrICAgIGZvciBpIGluIHJhbmdlKDEsIG4gKyAxKTpicmVhayAgICAgICAgaWYgaSAlIDIgPT0gMTpicmVhayAgICAgICAgICAgIHByaW50KGksIGVuZD0iICIpYnJlYWsgICAgcHJpbnQoKWJyZWFrICAgIGZvciBpIGluIHJhbmdlKDEsIG4gKyAxKTpicmVhayAgICAgICAgaWYgaSAlIDIgPT0gMD;1;-1;645900;2018-02-08 16:54:59
3628;1853981;1;ZGVmIG51bWJlcnMobik6YnJlYWsgICAgZm9yIGkgaW4gcmFuZ2Uobik6YnJlYWsgICAgICAgIHByaW50KGkrMSk=;1;-1;224500;2018-02-09 14:33:20
3635;1853981;46;ZGVmIHByaW50X3Byb2R1Y3RzKG4pOmJyZWFrICAgIGZvciBpIGluIHJhbmdlKDEsIG4rMSk6YnJlYWsgICAgICAgIGlmIG4gJSBpID09IDA6YnJlYWsgICAgICAgICAgICBwcmludChuLCAiPSIsIGksICIqIiwgKG4vL2kpKQ==;1;-1;44900;2018-02-09 18:37:07
